iter	Logloss
230	0.224543563
231	0.2244370932
232	0.224358605
233	0.2242547507
234	0.2241821976
235	0.2240490486
236	0.2239023863
237	0.2238084954
238	0.2237070736
239	0.2236185813
240	0.2234823918
241	0.2231791863
242	0.223103042
243	0.2229974947
244	0.2229054509
245	0.2228538629
246	0.222789788
247	0.2226708271
248	0.2225340225
249	0.2223721485
250	0.2223088604
251	0.2221437406
252	0.2220310763
253	0.2218967702
254	0.2218159865
255	0.2215503325
256	0.2214483468
257	0.2213288896
258	0.2212525711
259	0.2211944795
260	0.2211301683
261	0.2210294331
262	0.2209201574
263	0.2208388934
264	0.220705431
265	0.220621322
266	0.2204324758
267	0.2203762387
268	0.2203033483
269	0.2201899895
270	0.2201514318
271	0.2200819779
272	0.2199770844
273	0.2198894338
274	0.2198035938
275	0.2197413426
276	0.2196701678
277	0.2195249822
278	0.2194409865
279	0.2193517024
280	0.2192218453
281	0.2191211375
282	0.2190150127
283	0.2189551389
284	0.2188067762
285	0.2186387064
286	0.2185184255
287	0.2184246609
288	0.2183505962
289	0.2182374601
290	0.21815125
291	0.2179518196
292	0.217851751
293	0.2177875406
294	0.2176119316
295	0.2175033456
296	0.217388752
297	0.2173205757
298	0.2172164594
299	0.2170918786
300	0.2170162505
301	0.2169827397
302	0.2168850052
303	0.2168036022
304	0.2166876522
305	0.2166484917
306	0.2165877797
307	0.2165033418
308	0.2164189507
309	0.2162125384
310	0.2161243792
311	0.216012335
312	0.2159318731
313	0.2158372779
314	0.2157476897
315	0.2156850027
316	0.2156329755
317	0.2155370403
318	0.2153572568
319	0.2152424271
320	0.2151197694
321	0.2149487891
322	0.2148027448
323	0.2146848884
324	0.2145991062
325	0.2144737017
326	0.2143243456
327	0.2141915784
328	0.2140770232
329	0.2139698471
330	0.2138945472
331	0.2138141384
332	0.213730379
333	0.213636743
334	0.2134544548
335	0.2132841997
336	0.21313464
337	0.2130635741
338	0.2130011568
339	0.2129387369
340	0.212823014
341	0.2127621535
342	0.212686658
343	0.2126138046
344	0.2125201137
345	0.2124363353
346	0.2123291388
347	0.2122114957
348	0.2121563843
349	0.2121101497
350	0.212014023
351	0.2119424036
352	0.2118011833
353	0.2116590367
354	0.2115160601
355	0.2114109777
356	0.2112961163
357	0.2111713958
358	0.2110191751
359	0.210933135
360	0.210812088
361	0.2107538145
362	0.2107095751
363	0.2106259284
364	0.2105343125
365	0.2104447039
366	0.210322422
367	0.2102589128
368	0.2101662002
369	0.2100964094
370	0.210029188
371	0.2099794805
372	0.2099360228
373	0.2098849462
374	0.2097517772
375	0.2096249627
376	0.2095593423
377	0.2094320294
378	0.2093165784
379	0.2092558717
380	0.209183572
381	0.209110167
382	0.2090104912
383	0.2088803507
384	0.2088064724
385	0.208755808
386	0.2087111336
387	0.2085508282
388	0.2084504621
389	0.2083688571
390	0.2082647683
391	0.208198505
392	0.2081273864
393	0.2080473384
394	0.207987653
395	0.2078497131
396	0.207770353
397	0.2076647487
398	0.2075953057
399	0.207536198
400	0.2074221694
401	0.2072838205
402	0.207142445
403	0.2070777844
404	0.2070340546
405	0.2069584685
406	0.2069370793
407	0.2068187536
408	0.2067342687
409	0.2066937924
410	0.2066338996
411	0.206551241
412	0.2064876295
413	0.2064095294
414	0.2063703128
415	0.2063337396
416	0.2062604518
417	0.2061819402
418	0.2061073806
419	0.2060457256
420	0.2060044834
421	0.2059547099
422	0.2059106411
423	0.2058892065
424	0.2058387792
425	0.2057443996
426	0.2056793273
427	0.205581358
428	0.2055015423
429	0.205418166
430	0.2053595053
431	0.2053041718
432	0.2052288941
433	0.2051694062
434	0.205084943
435	0.2050024091
436	0.2049656826
437	0.2048478986
438	0.2048012685
439	0.2047699574
440	0.2047314663
441	0.2046736741
442	0.2045644748
443	0.2044817532
444	0.204379589
445	0.2043161461
446	0.2042367896
447	0.204165472
448	0.2041389466
449	0.2040852106
450	0.203998565
451	0.2038911223
452	0.2038366561
453	0.2037827562
454	0.2036937647
455	0.2036266384
456	0.2035592996
457	0.2035186512
458	0.2034703395
459	0.2033907287
460	0.2033418703
461	0.2032817266
462	0.2031680877
463	0.2030978355
464	0.2030321935
465	0.2029287262
466	0.2028594091
467	0.2027419582
468	0.2026781952
469	0.2026230574
470	0.2025154447
471	0.2024557469
472	0.2023737676
473	0.202303092
474	0.2022571464
475	0.2021821313
476	0.202144493
477	0.2019735264
478	0.2019011506
479	0.201814029
480	0.2017235383
481	0.2016856109
482	0.2016215639
483	0.2015581069
484	0.2014851991
485	0.2013772653
486	0.2013297141
487	0.2012656573
488	0.2011918616
489	0.2011524625
490	0.2010824062
491	0.201046252
492	0.2009509616
493	0.2008877336
494	0.2008240776
495	0.2007770618
496	0.2007428761
497	0.2006639171
498	0.2005798058
499	0.2005180071
500	0.2004493306
501	0.2003875873
502	0.2003371311
503	0.2002664097
504	0.2002478458
505	0.200169618
506	0.2001092102
507	0.200059875
508	0.2000025612
509	0.1999650273
510	0.1999114102
511	0.1998086455
512	0.1996949177
513	0.1995785117
514	0.1995374634
515	0.1994522304
516	0.1993978892
517	0.1993286254
518	0.1993037082
519	0.1992713963
520	0.1992235997
521	0.1991614388
522	0.1990774723
523	0.1990198589
524	0.1989408196
525	0.1988969118
526	0.1987860944
527	0.1987387063
528	0.1986617182
529	0.1986044975
530	0.1985439471
531	0.1985024412
532	0.1984329341
533	0.1983307321
534	0.1982630697
535	0.1982052227
536	0.1981514642
537	0.1981252206
538	0.1980739424
539	0.1980172806
540	0.1979575201
541	0.1979053054
542	0.1978821628
543	0.1978111456
544	0.1977248053
545	0.1976608667
546	0.1976174895
547	0.1975609694
548	0.1974762601
549	0.1974164977
550	0.1973498827
551	0.1972672255
552	0.1971995095
553	0.1971473008
554	0.1970478067
555	0.1969956656
556	0.1969349831
557	0.1968289611
558	0.1967639208
559	0.1966905306
560	0.1966294743
561	0.1965673182
562	0.1965198442
563	0.1964272123
564	0.19637828
565	0.1963040353
566	0.1962501323
567	0.1961738371
568	0.1961419537
569	0.1960733539
570	0.1960074419
571	0.1959893836
572	0.1959158815
573	0.1958896109
574	0.1958553083
575	0.1958136443
576	0.1957869188
577	0.1957336913
578	0.1956805549
579	0.1955710456
580	0.1954861922
581	0.1954203603
582	0.1953798908
583	0.1953317841
584	0.1951753184
585	0.1951270679
586	0.1950182702
587	0.195002238
588	0.1949445346
589	0.1948810343
590	0.1948381263
591	0.194761645
592	0.1947115362
593	0.1946608101
594	0.194620198
595	0.1945606297
596	0.1945140344
597	0.194460192
598	0.1943787986
599	0.1943231823
600	0.1942592568
601	0.194189251
602	0.1941321234
603	0.1940388533
604	0.1939783164
605	0.1939289594
606	0.1938864309
607	0.19381871
608	0.1937748413
609	0.1937082428
610	0.1936545896
611	0.1936014258
612	0.1935630758
613	0.1934452116
614	0.1933965268
615	0.1933335107
616	0.1933199243
617	0.1932679264
618	0.1932248909
619	0.1931551201
620	0.1930970129
621	0.1930351477
622	0.193017003
623	0.1929592949
624	0.1928871445
625	0.1928415079
626	0.1927609779
627	0.1927398398
628	0.1926935498
629	0.1926467982
630	0.1926024212
631	0.1925385258
632	0.1925072082
633	0.1924741694
634	0.192424976
635	0.1922796181
636	0.1922207824
637	0.1921621132
638	0.1921206815
639	0.1920108635
640	0.1919621339
641	0.1918971961
642	0.1918460946
643	0.1917648891
644	0.1917164952
645	0.1916849736
646	0.1916439181
647	0.1915976447
648	0.1915375945
649	0.1914841683
650	0.1914249173
651	0.1913520095
652	0.1913019825
653	0.1912412118
654	0.1911849453
655	0.1911421501
656	0.1911045552
657	0.1909153667
658	0.1908591195
659	0.1908216235
660	0.1907556926
661	0.1906738765
662	0.1906164349
663	0.1905330525
664	0.1904782813
665	0.1904125161
666	0.1903520522
667	0.1903110307
668	0.190273505
669	0.1902374831
670	0.1901405123
671	0.1900372804
672	0.1899268098
673	0.1898399635
674	0.189823249
675	0.1897569028
676	0.1896734541
677	0.189587303
678	0.1895608571
679	0.1894797669
680	0.1894502637
681	0.1893979957
682	0.1893539172
683	0.1892700544
684	0.1892007002
685	0.1891537002
686	0.1891108142
687	0.1890391682
688	0.1889883613
689	0.1889374545
690	0.1888872145
691	0.1888606011
692	0.1887708481
693	0.1887378813
694	0.1886203029
695	0.1885814257
696	0.1885520044
697	0.1884518005
698	0.1884074008
699	0.1883552605
700	0.1883016831
701	0.1882633133
702	0.1882127825
703	0.1881737829
704	0.1881389026
705	0.188087019
706	0.1880009387
707	0.187926374
708	0.1878436397
709	0.1878026324
710	0.1877342614
711	0.187691085
712	0.1876559775
713	0.1876193272
714	0.1875958431
715	0.1875200785
716	0.1874670335
717	0.1873984558
718	0.1873384645
719	0.1872809657
720	0.1872506925
721	0.1871861267
722	0.187136748
723	0.1870838814
724	0.1870193852
725	0.1869775819
726	0.186943228
727	0.1869109722
728	0.1868717342
729	0.1868209144
730	0.1867470155
731	0.1866865036
732	0.1865898012
733	0.1865339809
734	0.1864690186
735	0.1864468999
736	0.1863776246
737	0.1863438018
738	0.1862828289
739	0.1862500171
740	0.1861984173
741	0.1861563503
742	0.1861190652
743	0.1860868382
744	0.1860601244
745	0.1860092685
746	0.1859824793
747	0.1859359037
748	0.1858992791
749	0.1858448736
750	0.1858072368
751	0.1857393853
752	0.1856926996
753	0.1856535662
754	0.185604262
755	0.1855492438
756	0.1855051085
757	0.1854802731
758	0.1854367434
759	0.1854072878
760	0.1853700915
761	0.1853362677
762	0.1852949196
763	0.1852391541
764	0.1851967796
765	0.1851506183
766	0.1850689371
767	0.1850205491
768	0.1849438386
769	0.1848926573
770	0.1848136406
771	0.1847552098
772	0.1847080893
773	0.1846636737
774	0.1846037876
775	0.1844664502
776	0.1844094551
777	0.1843579963
778	0.1843084566
779	0.1842426781
780	0.1842167667
781	0.1841772155
782	0.1841134991
783	0.1840469485
784	0.1839801989
785	0.1839420446
786	0.1838632162
787	0.1838181628
788	0.1837882312
789	0.1837513139
790	0.1837127705
791	0.1836870488
792	0.1836394005
793	0.1836210477
794	0.1836032206
795	0.1835279092
796	0.1834605987
797	0.1834009561
798	0.1833352175
799	0.1832948558
800	0.1832355064
801	0.1831869564
802	0.1831592159
803	0.1831053042
804	0.183077277
805	0.1830427626
806	0.1830166648
807	0.1829662266
808	0.1828989622
809	0.1828460372
810	0.182812038
811	0.1827377119
812	0.1826934236
813	0.1826630412
814	0.1826210141
815	0.1825980643
816	0.1825361992
817	0.182512429
818	0.1824584987
819	0.1824245441
820	0.1823767169
821	0.1823160006
822	0.1823037463
823	0.1822591816
824	0.1822345875
825	0.1822056203
826	0.1821767831
827	0.1821237701
828	0.1820694212
829	0.1820243823
830	0.1819838175
831	0.1819396156
832	0.1818788841
833	0.1818423626
834	0.1817955517
835	0.1817139714
836	0.1816290201
837	0.181581501
838	0.1815282394
839	0.1814834027
840	0.1814210414
841	0.1813910686
842	0.1813710292
843	0.1813293109
844	0.181272363
845	0.181218231
846	0.1811641973
847	0.1811140994
848	0.181057478
849	0.1810312241
850	0.1809990978
851	0.1809794841
852	0.1809391226
853	0.1808967573
854	0.1808347422
855	0.1807983244
856	0.1807746626
857	0.1807569565
858	0.1807065867
859	0.1806415525
860	0.1806036615
861	0.1804559721
862	0.1803982571
863	0.180302763
864	0.1802581497
865	0.1802263269
866	0.1801684982
867	0.1801196262
868	0.180084329
869	0.1800249388
870	0.1799712217
871	0.1799384934
872	0.1799102737
873	0.1798961261
874	0.1798547089
875	0.1798059221
876	0.1797533162
877	0.1796961742
878	0.179581708
879	0.1795394719
880	0.179500158
881	0.1794760726
882	0.1794233923
883	0.1793844327
884	0.1793380132
885	0.1793031207
886	0.1792670057
887	0.1792172712
888	0.1791213726
889	0.1790807922
890	0.1790145314
891	0.178973018
892	0.1789466551
893	0.1788908996
894	0.1788628927
895	0.1788284959
896	0.178783812
897	0.1787444271
898	0.1787013825
899	0.1786272564
900	0.178598436
901	0.1785253484
902	0.1784947416
903	0.1784567742
904	0.1783999678
905	0.1783793482
906	0.1783112675
907	0.1782493263
908	0.1782252534
909	0.1781779926
910	0.1780717513
911	0.1780044908
912	0.177970116
913	0.1779234485
914	0.1779050882
915	0.1778987746
916	0.1778724491
917	0.177852903
918	0.1777478243
919	0.1777325801
920	0.1777121559
921	0.1776969761
922	0.177663349
923	0.1776233498
924	0.1776081812
925	0.1775674858
926	0.1775289439
927	0.1774320653
928	0.1774083891
929	0.1773826051
930	0.177369082
931	0.1773274037
932	0.1772895379
933	0.177267933
934	0.1772510428
935	0.1772373369
936	0.17721061
937	0.1771827565
938	0.177115176
939	0.1770786139
940	0.1770660728
941	0.1770355149
942	0.1770043975
943	0.1769874145
944	0.1769525036
945	0.1769099104
946	0.176903443
947	0.1768565121
948	0.1768063518
949	0.1767597285
950	0.1767004004
951	0.1766527363
952	0.1766132478
953	0.1765676008
954	0.1764997337
955	0.1764880437
956	0.1764460686
957	0.1764061126
958	0.1763835219
959	0.1763338715
960	0.1762796499
961	0.1762194058
962	0.1761774017
963	0.1761408614
964	0.1760625275
965	0.1760276026
966	0.1760097761
967	0.1759642318
968	0.175928776
969	0.1758999552
970	0.1758017387
971	0.1757788394
972	0.1757505807
973	0.1757164652
974	0.1756355458
975	0.1755924771
976	0.175556626
977	0.1755168542
978	0.175446764
979	0.1754110992
980	0.1753625277
981	0.1753308315
982	0.1753033669
983	0.1752945001
984	0.1752262192
985	0.1751988688
986	0.1751767046
987	0.175140605
988	0.175099133
989	0.1750457856
990	0.1750061907
991	0.1749593643
992	0.1748948593
993	0.1748731238
994	0.1748387601
995	0.1748118425
996	0.1747671846
997	0.1747186292
998	0.1746918668
999	0.1746425714
